url_path,views_total,views_unique
/KajaBraz/ChatBox,4,3
/KajaBraz/ChatBox/commit/38058f516ebf7fd04db69276e470360fb023ee16,4,2
/KajaBraz/ChatBox/activity,2,1
/KajaBraz/ChatBox/pull/110,2,1
/KajaBraz/ChatBox/pull/110/checks,1,1
/KajaBraz/ChatBox/pull/110/commits,1,1
/KajaBraz/ChatBox/pull/110/commits/38058f516ebf7fd04db69276e470360fb023ee16,1,1
/KajaBraz/ChatBox/pull/110/commits/5a081c0202cbe0685d1b4a05072612efc8385184,1,1
/KajaBraz/ChatBox/pull/110/commits/7f71e960839ee993096711cda99db965167f9075,1,1
/KajaBraz/ChatBox/pull/110/files,1,1
