time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-08 00:00:00+00:00,4,1,16.0,1.0
2023-08-09 00:00:00+00:00,6,2,2.0,2.0
2023-08-10 00:00:00+00:00,1,1,2.0,2.0
2023-08-11 00:00:00+00:00,1,1,,
2023-08-12 00:00:00+00:00,3,2,,
2023-08-13 00:00:00+00:00,6,2,,
2023-08-14 00:00:00+00:00,1,1,,
2023-08-16 00:00:00+00:00,4,3,1.0,1.0
2023-08-17 00:00:00+00:00,3,1,1.0,1.0
2023-08-18 00:00:00+00:00,9,5,1.0,1.0
2023-08-19 00:00:00+00:00,27,9,15.0,1.0
2023-08-20 00:00:00+00:00,24,9,1.0,1.0
2023-08-21 00:00:00+00:00,25,11,12.0,1.0
